STA,Station.Name,Latitude,Longitude,County.Name,Agency.Name,Sensor.No,Sensor,Description,Units
MSL,MONTEZUMA SLOUGH AT ROARING R,38.0934,-121.88720000000001,SOLANO,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
MSL,MONTEZUMA SLOUGH AT ROARING R,38.0934,-121.88720000000001,SOLANO,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
MSL,MONTEZUMA SLOUGH AT ROARING R,38.0934,-121.88720000000001,SOLANO,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
MSL,MONTEZUMA SLOUGH AT ROARING R,38.0934,-121.88720000000001,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
MTB,MIDDLE RIVER AT TRACY BLVD,37.881,-121.456,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
MTB,MIDDLE RIVER AT TRACY BLVD,37.881,-121.456,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
MTB,MIDDLE RIVER AT TRACY BLVD,37.881,-121.456,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
MUP,MIDDLE RIVER AT UNION POINT,37.890778,-121.488361,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
MUP,MIDDLE RIVER AT UNION POINT,37.890778,-121.488361,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
MUP,MIDDLE RIVER AT UNION POINT,37.890778,-121.488361,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
MUP,MIDDLE RIVER AT UNION POINT,37.890778,-121.488361,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
MUP,MIDDLE RIVER AT UNION POINT,37.890778,-121.488361,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
MUP,MIDDLE RIVER AT UNION POINT,37.890778,-121.488361,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
MUP,MIDDLE RIVER AT UNION POINT,37.890778,-121.488361,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,1,RIV STG,RIVER STAGE,FEET
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,21,VLOCITY,"WATER, VELOCITY",FT/SEC
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
NSL,"NATIONAL STEEL",38.1221,-121.8881,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OAD,OLD RIVER NEAR DMC ABOVE DAM,37.81032181,-121.5421066,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
OAD,OLD RIVER NEAR DMC ABOVE DAM,37.81032181,-121.5421066,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
OAD,OLD RIVER NEAR DMC ABOVE DAM,37.81032181,-121.5421066,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
OAD,OLD RIVER NEAR DMC ABOVE DAM,37.81032181,-121.5421066,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
OAD,OLD RIVER NEAR DMC ABOVE DAM,37.81032181,-121.5421066,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
OAD,OLD RIVER NEAR DMC ABOVE DAM,37.81032181,-121.5421066,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OBD,OLD RIVER NEAR DMC BELOW DAM,37.81096268,-121.5439377,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
OBD,OLD RIVER NEAR DMC BELOW DAM,37.81096268,-121.5439377,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
OBD,OLD RIVER NEAR DMC BELOW DAM,37.81096268,-121.5439377,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,1,RIV STG,RIVER STAGE,FEET
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,21,VLOCITY,"WATER, VELOCITY",FT/SEC
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,25,TEMP W,"TEMPERATURE, WATER",DEG F
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,28,CHLORPH,CHLOROPHYLL,ug/L
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,62,PH VAL,"WATER, PH VALUE",PH
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OBI,OLD RIVER AT BACON ISLAND (USGS),37.96936798,-121.5722198,SAN JOAQUIN,USGS/DWR,221,TURB WF,"WATER, TURBIDITY FNU",FNU
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,1,RIV STG,RIVER STAGE,FEET
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,21,VLOCITY,"WATER, VELOCITY",FT/SEC
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,25,TEMP W,"TEMPERATURE, WATER",DEG F
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,28,CHLORPH,CHLOROPHYLL,ug/L
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,62,PH VAL,"WATER, PH VALUE",PH
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
ODM,OLD RIVER AT DELTA MENDOTA CANAL,37.8102951,-121.5421448,SAN JOAQUIN,USGS/DWR,221,TURB WF,"WATER, TURBIDITY FNU",FNU
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OH1,OLD RIVER AT HEAD,37.80755234,-121.3312531,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
OH4,OLD RIVER AT HIGHWAY 4,37.891109,-121.569168,CONTRA COSTA,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
OH4,OLD RIVER AT HIGHWAY 4,37.891109,-121.569168,CONTRA COSTA,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
OH4,OLD RIVER AT HIGHWAY 4,37.891109,-121.569168,CONTRA COSTA,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
OH4,OLD RIVER AT HIGHWAY 4,37.891109,-121.569168,CONTRA COSTA,US Geological Survey,25,TEMP W,"TEMPERATURE, WATER",DEG F
OH4,OLD RIVER AT HIGHWAY 4,37.891109,-121.569168,CONTRA COSTA,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OH4,OLD RIVER AT HIGHWAY 4,37.891109,-121.569168,CONTRA COSTA,US Geological Survey,221,TURB WF,"WATER, TURBIDITY FNU",FNU
OLD,OLD RIVER NEAR TRACY,37.80480957,-121.4495621,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,1,RIV STG,RIVER STAGE,FEET
OLD,OLD RIVER NEAR TRACY,37.80480957,-121.4495621,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
OLD,OLD RIVER NEAR TRACY,37.80480957,-121.4495621,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,21,VLOCITY,"WATER, VELOCITY",FT/SEC
OLD,OLD RIVER NEAR TRACY,37.80480957,-121.4495621,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,25,TEMP W,"TEMPERATURE, WATER",DEG F
OLD,OLD RIVER NEAR TRACY,37.80480957,-121.4495621,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OMR,OLD & MIDDLE RVRS TIDALLY FILTERED EST,37.97,-121.5711,SAN JOAQUIN,CA Dept of Water Resources/Operations and Maintenance,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
ORB,OLD RIVER AT BYRON,37.89,-121.57,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
ORI,OLD RIVER AT CLIFTON COURT INTAKE,37.828,-121.5526,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
ORQ,OLD RIVER AT QUIMBLY IS NEAR BETHEL IS,38.0272,-121.5645,SAN JOAQUIN,USGS/DWR,1,RIV STG,RIVER STAGE,FEET
ORQ,OLD RIVER AT QUIMBLY IS NEAR BETHEL IS,38.0272,-121.5645,SAN JOAQUIN,USGS/DWR,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
ORQ,OLD RIVER AT QUIMBLY IS NEAR BETHEL IS,38.0272,-121.5645,SAN JOAQUIN,USGS/DWR,21,VLOCITY,"WATER, VELOCITY",FT/SEC
ORQ,OLD RIVER AT QUIMBLY IS NEAR BETHEL IS,38.0272,-121.5645,SAN JOAQUIN,USGS/DWR,25,TEMP W,"TEMPERATURE, WATER",DEG F
ORQ,OLD RIVER AT QUIMBLY IS NEAR BETHEL IS,38.0272,-121.5645,SAN JOAQUIN,USGS/DWR,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
ORQ,OLD RIVER AT QUIMBLY IS NEAR BETHEL IS,38.0272,-121.5645,SAN JOAQUIN,USGS/DWR,221,TURB WF,"WATER, TURBIDITY FNU",FNU
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,28,CHLORPH,CHLOROPHYLL,ug/L
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,62,PH VAL,"WATER, PH VALUE",PH
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
ORX,OLD RIVER ABOVE DOUGHTY CUT,37.810997,-121.386576,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,221,TURB WF,"WATER, TURBIDITY FNU",FNU
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,1,RIV STG,RIVER STAGE,FEET
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,21,VLOCITY,"WATER, VELOCITY",FT/SEC
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,25,TEMP W,"TEMPERATURE, WATER",DEG F
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,28,CHLORPH,CHLOROPHYLL,ug/L
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,38.0711,-121.5789,SAN JOAQUIN,USGS/DWR,221,TURB WF,"WATER, TURBIDITY FNU",FNU
PCO,PARADISE CUT ABV OLD R,37.801944399999996,-121.412306,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
PCO,PARADISE CUT ABV OLD R,37.801944399999996,-121.412306,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
PCT,PORT CHICAGO,38.056788,-121.999971,CONTRA COSTA,US Bureau of Reclamation,25,TEMP W,"TEMPERATURE, WATER",DEG F
PCT,PORT CHICAGO,38.056788,-121.999971,CONTRA COSTA,US Bureau of Reclamation,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
PDC,PARADISE CUT,37.8020598,-121.4122564,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
PDC,PARADISE CUT,37.8020598,-121.4122564,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
PDC,PARADISE CUT,37.8020598,-121.4122564,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,21,VLOCITY,"WATER, VELOCITY",FT/SEC
PDC,PARADISE CUT,37.8020598,-121.4122564,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
PDC,PARADISE CUT,37.8020598,-121.4122564,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
PEL,PELICAN POINT AT ROARING RIVER,38.110869,-121.9718,SOLANO,CA Dept of Water Resources/Div of Environmental Services,1,RIV STG,RIVER STAGE,FEET
PPT,PRISONERS POINT,38.066,-121.562,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
PPT,PRISONERS POINT,38.066,-121.562,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
PPT,PRISONERS POINT,38.066,-121.562,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
PPT,PRISONERS POINT,38.066,-121.562,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
PPT,PRISONERS POINT,38.066,-121.562,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
PRI,SAN JOAQUIN R AT PRISONERS PT NR TERMINO,38.0594,-121.5572,SAN JOAQUIN,US Geological Survey,1,RIV STG,RIVER STAGE,FEET
PRI,SAN JOAQUIN R AT PRISONERS PT NR TERMINO,38.0594,-121.5572,SAN JOAQUIN,US Geological Survey,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
PRI,SAN JOAQUIN R AT PRISONERS PT NR TERMINO,38.0594,-121.5572,SAN JOAQUIN,US Geological Survey,21,VLOCITY,"WATER, VELOCITY",FT/SEC
PRI,SAN JOAQUIN R AT PRISONERS PT NR TERMINO,38.0594,-121.5572,SAN JOAQUIN,US Geological Survey,25,TEMP W,"TEMPERATURE, WATER",DEG F
PRI,SAN JOAQUIN R AT PRISONERS PT NR TERMINO,38.0594,-121.5572,SAN JOAQUIN,US Geological Survey,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
PRI,SAN JOAQUIN R AT PRISONERS PT NR TERMINO,38.0594,-121.5572,SAN JOAQUIN,US Geological Survey,221,TURB WF,"WATER, TURBIDITY FNU",FNU
PTS,PITTSBURG,38.042975,-121.892482,CONTRA COSTA,US Bureau of Reclamation,25,TEMP W,"TEMPERATURE, WATER",DEG F
PTS,PITTSBURG,38.042975,-121.892482,CONTRA COSTA,US Bureau of Reclamation,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
RGP,SAN JOAQUIN R AT RINDGE PUMP,37.997279,-121.419451,SAN JOAQUIN,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
RIV,RIO VISTA,38.159203,-121.684543,SOLANO,US Bureau of Reclamation,25,TEMP W,"TEMPERATURE, WATER",DEG F
RIV,RIO VISTA,38.159203,-121.684543,SOLANO,US Bureau of Reclamation,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
ROR,ROARING RIVER,38.0931,-121.8875,SOLANO,CA Dept of Water Resources/Div of Environmental Services,1,RIV STG,RIVER STAGE,FEET
ROR,ROARING RIVER,38.0931,-121.8875,SOLANO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
ROR,ROARING RIVER,38.0931,-121.8875,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,1,RIV STG,RIVER STAGE,FEET
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,20,FLOW,"FLOW, RIVER DISCHARGE",CFS
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,21,VLOCITY,"WATER, VELOCITY",FT/SEC
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
RRI,ROUGH AND READY ISLAND,37.963,-121.365,SAN JOAQUIN,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
RSL,ROCK SLOUGH ABV CONTRA COSTA CANAL,37.97631073,-121.6375961,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,1,RIV STG,RIVER STAGE,FEET
RSL,ROCK SLOUGH ABV CONTRA COSTA CANAL,37.97631073,-121.6375961,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,25,TEMP W,"TEMPERATURE, WATER",DEG F
RSL,ROCK SLOUGH ABV CONTRA COSTA CANAL,37.97631073,-121.6375961,CONTRA COSTA,CA Dept of Water Resources/North Central Region Office,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
RVB,SACRAMENTO RIVER AT RIO VISTA BRIDGE,38.159737,-121.686355,SOLANO,CA Dept of Water Resources/Div of Environmental Services,1,RIV STG,RIVER STAGE,FEET
RVB,SACRAMENTO RIVER AT RIO VISTA BRIDGE,38.159737,-121.686355,SOLANO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
RVB,SACRAMENTO RIVER AT RIO VISTA BRIDGE,38.159737,-121.686355,SOLANO,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
RVB,SACRAMENTO RIVER AT RIO VISTA BRIDGE,38.159737,-121.686355,SOLANO,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
RVB,SACRAMENTO RIVER AT RIO VISTA BRIDGE,38.159737,-121.686355,SOLANO,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
RVB,SACRAMENTO RIVER AT RIO VISTA BRIDGE,38.159737,-121.686355,SOLANO,CA Dept of Water Resources/Div of Environmental Services,100,EL COND,ELECTRICAL CONDUCTIVTY MICRO S,uS/cm
RYC,SUISUN BAY ? CUTOFF NEAR RYER,38.083971,-121.995878,SOLANO,CA Dept of Water Resources/Div of Environmental Services,25,TEMP W,"TEMPERATURE, WATER",DEG F
RYC,SUISUN BAY ? CUTOFF NEAR RYER,38.083971,-121.995878,SOLANO,CA Dept of Water Resources/Div of Environmental Services,28,CHLORPH,CHLOROPHYLL,ug/L
RYC,SUISUN BAY ? CUTOFF NEAR RYER,38.083971,-121.995878,SOLANO,CA Dept of Water Resources/Div of Environmental Services,61,DIS OXY,"WATER, DISSOLVED OXYGEN",MG/L
RYC,SUISUN BAY ? CUTOFF NEAR RYER,38.083971,-121.995878,SOLANO,CA Dept of Water Resources/Div of Environmental Services,62,PH VAL,"WATER, PH VALUE",PH
